,gene_name,count_t3d,count_t7d,count_control
10635,RP11-555E18.2,0,3,0
10636,RP11-555G19.4,0,4,0
10598,RP11-540D14.8,0,9,0
10591,RP11-538D16.2,0,1,0
10577,RP11-527D7.1,0,1,0
10578,RP11-527N22.2,0,1,0
10600,RP11-541F9.2,0,1,0
10601,RP11-541G9.1,0,4,0
10603,RP11-542F9.2,0,3,0
10604,RP11-542G1.1,0,1,0
10583,RP11-531H8.2,0,1,0
10536,RP11-510I5.4,0,2,0
10538,RP11-510N19.5,0,1,0
3926,FAM168A,0,4,0
3978,FAM3B,0,2,0
3979,FAM3C,0,2,0
3981,FAM49A,0,1,0
3982,FAM49B,0,1,0
3983,FAM53A,0,1,0
3970,FAM228B,0,2,0
10512,RP11-500M8.7,0,3,0
10552,RP11-517P14.9,0,3,0
10553,RP11-518L10.5,0,1,0
10554,RP11-519G16.3,0,3,0
3921,FAM161A,0,1,0
3922,FAM161B,0,3,0
3923,FAM162A,0,3,0
10574,RP11-526A4.1,0,1,0
10561,RP11-521B24.3,0,6,0
10567,RP11-523O18.7,0,3,0
3996,FAM83E,0,3,0
3972,FAM234A,0,3,0
3903,FAM133B,0,2,0
3947,FAM189A2,0,2,0
3948,FAM192A,0,1,0
10639,RP11-556I14.2,0,1,0
10625,RP11-553D4.3,0,5,0
10616,RP11-546M8.3,0,1,0
10617,RP11-548L20.1,0,1,0
10618,RP11-550H2.1,0,1,0
3896,FAM124A,0,2,0
10605,RP11-542G1.2,0,1,0
10653,RP11-562L8.1,0,3,0
10640,RP11-556N4.1,0,5,0
10643,RP11-557N21.1,0,1,0
10644,RP11-558B7.1,0,1,0
3916,FAM155B,0,1,0
3917,FAM156A,0,5,0
3918,FAM159B,0,1,0
3904,FAM134B,0,1,0
3907,FAM136BP,0,2,0
3910,FAM149A,0,1,0
3898,FAM126A,0,3,0
10592,RP11-539L10.4,0,1,0
3975,FAM242C,0,3,0
3964,FAM21EP,0,2,0
10557,RP11-51L5.5,0,3,0
10544,RP11-513H8.1,0,5,0
10546,RP11-513I15.6,0,1,0
10609,RP11-543H23.2,0,6,0
10610,RP11-543L14.2,0,1,0
10612,RP11-545E17.13,0,3,0
10613,RP11-545E17.3,0,1,0
3902,FAM131C,0,1,0
10666,RP11-568J23.5,0,2,0
3950,FAM19A2,0,1,0
3940,FAM183BP,0,1,0
3941,FAM183CP,0,1,0
3942,FAM184A,0,1,0
3943,FAM184B,0,2,0
3931,FAM171A2,0,2,0
10621,RP11-550P23.6,0,3,0
10608,RP11-543C4.1,0,2,0
10620,RP11-550P17.5,0,2,0
10665,RP11-568J23.2,0,4,0
4069,FBXO47,0,1,0
4057,FBXO32,0,1,0
10459,RP11-479J7.2,0,3,0
4029,FAT4,0,1,0
4018,FAR1,0,2,0
4019,FAR2,0,2,0
4079,FCAMR,0,1,0
10465,RP11-480A16.3,0,1,0
10466,RP11-480D4.2,0,3,0
10487,RP11-489C13.2,0,1,0
10469,RP11-481L19.3,0,2,0
10429,RP11-465L10.14,0,3,0
10417,RP11-461A8.5,0,2,0
10418,RP11-461F11.2,0,1,0
10474,RP11-483I13.5,0,2,0
10475,RP11-483I13.6,0,2,0
10476,RP11-483L5.1,0,4,0
4040,FBXL14,0,2,0
4041,FBXL16,0,1,0
4044,FBXL19,0,2,0
10467,RP11-481C4.1,0,2,0
4088,FCN1,0,1,0
4090,FCRL4,0,1,0
4091,FCRL5,0,1,0
10425,RP11-463O12.5,0,1,0
10426,RP11-464F9.22,0,1,0
4052,FBXO16,0,1,0
4054,FBXO27,0,2,0
10446,RP11-473O4.4,0,1,0
10447,RP11-474D1.4,0,3,0
10432,RP11-466M21.1,0,1,0
4067,FBXO45,0,1,0
10435,RP11-46J23.2,0,3,0
10436,RP11-46O21.2,0,1,0
10424,RP11-463I20.3,0,1,0
10386,RP11-446N19.1,0,2,0
10440,RP11-472I20.4,0,2,0
10441,RP11-472N13.6,0,1,0
10442,RP11-473C19.1,0,2,0
10445,RP11-473N11.4,0,1,0
4065,FBXO43,0,3,0
4066,FBXO44,0,2,0
10433,RP11-468N14.12,0,2,0
4001,FAM86FP,0,1,0
4003,FAM86MP,0,2,0
4006,FAM95C,0,2,0
4007,FAM98B,0,3,0
3992,FAM81A,0,3,0
3966,FAM222A,0,2,0
3952,FAM200B,0,1,0
3955,FAM209A,0,1,0
3956,FAM20B,0,3,0
4036,FBN3,0,3,0
3959,FAM212B,0,1,0
10531,RP11-509A17.3,0,1,0
10533,RP11-509I21.3,0,3,0
10520,RP11-505K9.4,0,2,0
10522,RP11-506B6.7,0,3,0
10523,RP11-506H20.1,0,1,0
10495,RP11-495O10.1,0,1,0
10481,RP11-485M7.5,0,1,0
10483,RP11-486B10.5,0,1,0
10486,RP11-486P11.1,0,1,0
3958,FAM210B,0,5,0
4037,FBRS,0,1,0
4025,FASTKD1,0,4,0
10494,RP11-495L19.1,0,1,0
10492,RP11-492E3.2,0,1,0
3997,FAM83G,0,2,0
3998,FAM83H,0,1,0
3985,FAM65A,0,2,0
3986,FAM65B,0,1,0
3987,FAM65C,0,1,0
3988,FAM69A,0,1,0
10455,RP11-478B9.1,0,1,0
10506,RP11-49I4.5,0,1,0
10507,RP11-49N14.10,0,2,0
10511,RP11-4O1.2,0,3,0
10498,RP11-496N12.6,0,1,0
10501,RP11-499E18.1,0,1,0
10491,RP11-492A10.1,0,3,0
10461,RP11-479O17.12,0,2,0
10463,RP11-47P18.1,0,1,0
10451,RP11-475M20.2,0,2,0
10452,RP11-476B13.2,0,1,0
3990,FAM73B,0,1,0
3780,ERICD,0,2,0
10823,RP11-666O2.7,0,8,0
10809,RP11-657O9.1,0,2,0
10812,RP11-65B7.2,0,2,0
3730,EPCAM,0,3,0
3732,EPDR1,0,3,0
3733,EPG5,0,1,0
3734,EPHA1,0,5,0
10827,RP11-66B24.4,0,1,0
10650,RP11-562A8.5,0,1,0
10816,RP11-65N13.8,0,1,0
10818,RP11-664D1.1,0,1,0
10819,RP11-665E10.6,0,3,0
10820,RP11-665I14.1,0,2,0
10822,RP11-666E17.1,0,1,0
3751,EPRS,0,2,0
3737,EPHA3,0,1,0
3740,EPHA7,0,1,0
10846,RP11-681B3.4,0,5,0
10847,RP11-681L8.1,0,3,0
10829,RP11-66B24.7,0,1,0
3760,EPX,0,1,0
3762,ERAP1,0,2,0
3817,ETS1,0,4,0
10796,RP11-64C12.3,0,7,0
10784,RP11-643A5.2,0,3,0
10786,RP11-643G16.3,0,5,0
10787,RP11-644F5.10,0,5,0
10788,RP11-644F5.11,0,1,0
10777,RP11-63A11.2,0,1,0
3790,ERN1,0,4,0
3782,ERICH1-AS1,0,1,0
3770,ERCC3,0,4,0
10813,RP11-65J3.14,0,1,0
10814,RP11-65J3.2,0,4,0
10802,RP11-654C22.2,0,1,0
10806,RP11-656D10.3,0,1,0
3785,ERICH6B,0,1,0
3787,ERMAP,0,4,0
3788,ERMARD,0,2,0
3789,ERMP1,0,1,0
10778,RP11-63M22.1,0,3,0
10877,RP11-6N17.4,0,1,0
10878,RP11-6N17.9,0,1,0
3664,EMBP1,0,1,0
3667,EMC7,0,3,0
3668,EMC8,0,4,0
3670,EME2,0,3,0
3727,EPB42,0,2,0
3718,EP400P1,0,7,0
10895,RP11-714G18.1,0,1,0
10832,RP11-672F9.1,0,1,0
10881,RP11-702N8.3,0,1,0
10884,RP11-706C16.8,0,2,0
10885,RP11-707K3.1,0,1,0
10836,RP11-677O4.8,0,1,0
10839,RP11-67L14.1,0,1,0
10888,RP11-70F11.8,0,2,0
10890,RP11-711D18.2,0,1,0
10891,RP11-711K1.7,0,5,0
10892,RP11-712B9.2,0,3,0
10893,RP11-713M6.2,0,2,0
10880,RP11-702H23.4,0,1,0
3699,ENPP7P5,0,3,0
3700,ENPP7P7,0,1,0
3701,ENPP7P8,0,2,0
3702,ENSA,0,3,0
3754,EPS15-AS1,0,5,0
3759,EPSTI1,0,1,0
3745,EPM2A,0,4,0
10853,RP11-68E19.2,0,1,0
10844,RP11-680G10.2,0,1,0
3709,ENTPD3-AS1,0,6,0
3708,ENTPD3,0,2,0
10858,RP11-691N7.6,0,7,0
10861,RP11-696L21.4,0,1,0
10862,RP11-697E2.12,0,2,0
10863,RP11-697E2.13,0,5,0
10848,RP11-683I7.1,0,1,0
10849,RP11-684B21.1,0,1,0
10851,RP11-685B13.2,0,4,0
3719,EPAS1,0,7,0
3704,ENSG10010139551.1,0,1,0
3705,ENTHD1,0,1,0
10856,RP11-690I21.3,0,2,0
10676,RP11-573E11.2,0,2,0
10703,RP11-593F23.1,0,2,0
10688,RP11-57H14.4,0,2,0
10692,RP11-584P21.2,0,4,0
10680,RP11-575F12.3,0,1,0
10681,RP11-575F12.4,0,1,0
10646,RP11-55L3.1,0,2,0
10647,RP11-560I19.1,0,1,0
10697,RP11-588H7.1,0,2,0
3775,ERF,0,1,0
10702,RP11-592N21.2,0,2,0
10719,RP11-60A24.3,0,6,0
10706,RP11-598F7.3,0,3,0
10707,RP11-598F7.4,0,4,0
10711,RP11-59C5.3,0,7,0
10760,RP11-62C7.2,0,1,0
3882,FAM101A,0,2,0
3884,FAM107A,0,2,0
3886,FAM110B,0,3,0
3873,FAAP20,0,1,0
10699,RP11-589M4.5,0,2,0
10651,RP11-562F9.4,0,2,0
3870,FA2H,0,4,0
3856,EYA3,0,8,0
3859,EZH1,0,4,0
3862,F11,0,1,0
3914,FAM153CP,0,1,0
10668,RP11-56B16.2,0,1,0
10669,RP11-56M3.2,0,3,0
10657,RP11-565A3.1,0,3,0
10659,RP11-565P22.6,0,5,0
10675,RP11-573D15.8,0,2,0
10731,RP11-618M23.2,0,3,0
10732,RP11-618P17.4,0,1,0
10733,RP11-619A14.2,0,2,0
10734,RP11-61A14.1,0,2,0
10721,RP11-60L3.1,0,1,0
10683,RP11-576E20.1,0,1,0
10684,RP11-57A19.2,0,4,0
10685,RP11-57A19.7,0,4,0
10687,RP11-57H12.5,0,2,0
10673,RP11-571M6.19,0,6,0
10663,RP11-567M16.1,0,3,0
3793,ERP29,0,1,0
3796,ESCO1,0,9,0
10761,RP11-62E9.2,0,4,0
10756,RP11-628A4.1,0,1,0
10757,RP11-628E19.2,0,2,0
10759,RP11-629N8.6,0,1,0
10768,RP11-632F7.4,0,1,0
10769,RP11-637A17.2,0,2,0
10774,RP11-638O6.2,0,4,0
3874,FABP5P10,0,2,0
10825,RP11-669I1.1,0,1,0
3821,ETV3L,0,1,0
3822,ETV4,0,3,0
3823,ETV5,0,3,0
3809,ESS2,0,1,0
3814,ETHE1,0,4,0
3803,ESPNP,0,2,0
10783,RP11-640N11.2,0,1,0
10779,RP11-63M22.3,0,3,0
3773,ERCC6L,0,1,0
10775,RP11-639B1.3,0,2,0
10717,RP11-606D9.1,0,1,0
10716,RP11-605B16.1,0,2,0
3837,EXOC2,0,6,0
3838,EXOC3L2,0,1,0
3825,ETV7,0,4,0
3827,EVC2,0,4,0
3830,EVL,0,2,0
3831,EVPL,0,2,0
10722,RP11-611O2.3,0,2,0
10723,RP11-611O2.5,0,2,0
10747,RP11-624M8.1,0,1,0
10712,RP11-59N23.3,0,2,0
10715,RP11-5P18.10,0,2,0
3844,EXOSC3,0,1,0
10736,RP11-61E11.2,0,1,0
10792,RP11-649A18.3,0,1,0
10793,RP11-649A18.5,0,2,0
3797,ESCO2,0,1,0
3799,ESF1,0,2,0
3852,EXTL2,0,7,0
3841,EXOC5,0,1,0
10727,RP11-616M22.3,0,3,0
2674,CSNK1D,0,9,0
2678,CSNK1G2-AS1,0,1,0
2728,CTB-161A2.8,0,2,0
12000,SLC25A47,0,1,0
12002,SLC25A51,0,2,0
12003,SLC26A1,0,1,0
12004,SLC26A10,0,6,0
11992,SLC25A28,0,5,0
11993,SLC25A29,0,1,0
11366,RP5-991G20.2,0,1,0
11956,SLC1A1,0,3,0
11959,SLC1A5,0,1,0
12008,SLC26A6,0,1,0
12012,SLC27A1,0,3,0
12014,SLC27A3,0,1,0
12015,SLC27A5,0,1,0
2696,CTA-126B4.7,0,1,0
2699,CTA-228A9.4,0,1,0
2700,CTA-243E7.1,0,1,0
2703,CTA-280A3.2,0,3,0
11994,SLC25A38,0,2,0
2707,CTA-363E6.6,0,1,0
2708,CTA-385F2.1,0,1,0
2709,CTA-390C10.10,0,1,0
2710,CTA-398F10.1,0,4,0
2711,CTA-440B3.1,0,1,0
11971,SLC22A8,0,1,0
11972,SLC23A1,0,1,0
11963,SLC22A11,0,2,0
11964,SLC22A12,0,3,0
2673,CSNK1A1P1,0,2,0
2731,CTB-163K11.1,0,1,0
2732,CTB-180A7.3,0,5,0
2734,CTB-30L5.1,0,4,0
2722,CTB-118P15.2,0,3,0
2724,CTB-12O2.1,0,1,0
2726,CTB-134H23.3,0,4,0
2727,CTB-147C22.9,0,3,0
2715,CTA-941F9.10,0,3,0
11995,SLC25A39P1,0,1,0
2687,CSRP1,0,1,0
2718,CTA-992D9.8,0,4,0
2582,CPLX2,0,2,0
2632,CRLF1,0,1,0
2613,CRAT,0,3,0
2664,CS,0,2,0
2658,CRYGB,0,1,0
2659,CRYGC,0,1,0
2661,CRYL1,0,6,0
12023,SLC2A11,0,2,0
12065,SLC39A1,0,3,0
2690,CST9LP2,0,3,0
2610,CRACR2B,0,1,0
2681,CSNKA2IP,0,1,0
2682,CSPG4BP,0,3,0
2683,CSPG4P10,0,1,0
12029,SLC2A5,0,1,0
12030,SLC2A7,0,9,0
12019,SLC29A4,0,1,0
12021,SLC2A1-AS1,0,1,0
2601,CPT2,0,3,0
2603,CPXM2,0,1,0
2622,CREBBP,0,6,0
2692,CSTP1,0,1,0
12038,SLC30A8,0,5,0
12027,SLC2A2,0,6,0
12028,SLC2A3,0,4,0
2653,CRYBB2P1,0,1,0
2640,CRP,0,1,0
2642,CRPPA-AS1,0,5,0
2644,CRTAP,0,2,0
12040,SLC31A1,0,3,0
12044,SLC35A2,0,1,0
2581,CPLX1,0,1,0
12036,SLC30A4,0,1,0
12037,SLC30A7,0,1,0
2716,CTA-963H5.5,0,3,0
11997,SLC25A42,0,7,0
11998,SLC25A43,0,3,0
11987,SLC25A23,0,3,0
11988,SLC25A25,0,2,0
2649,CRY1,0,4,0
2652,CRYBB1,0,2,0
2589,CPNE9,0,5,0
12032,SLC30A1,0,1,0
11872,SHPRH,0,1,0
2844,CTD-2091N23.1,0,2,0
11837,SH3D21,0,1,0
11839,SH3GL2,0,1,0
11830,SH3BP1,0,3,0
2811,CTC-575I10.1,0,2,0
2812,CTC-575N7.1,0,2,0
11901,SIRT7,0,3,0
11888,SIKE1,0,2,0
2705,CTA-299D3.8,0,1,0
11947,SLC16A3,0,9,0
2828,CTD-2017C7.2,0,1,0
2829,CTD-2021H9.3,0,1,0
2821,CTD-2007H13.3,0,1,0
2810,CTC-563A5.2,0,1,0
2783,CTC-457E21.10,0,2,0
2768,CTC-359D24.6,0,2,0
2770,CTC-369A16.2,0,2,0
2773,CTC-429P9.2,0,1,0
2824,CTD-2010B19.1,0,1,0
11945,SLC16A12-AS1,0,2,0
11792,SFTPD,0,2,0
11794,SFXN2,0,2,0
11795,SFXN3,0,1,0
11796,SFXN4,0,5,0
11798,SGCA,0,2,0
11858,SHC3,0,1,0
11860,SHE,0,2,0
11863,SHISA9,0,15,0
11912,SLA2,0,8,0
11913,SLAIN1,0,1,0
11886,SIK2,0,4,0
11874,SHROOM1,0,1,0
11866,SHKBP1,0,4,0
11869,SHMT1,0,1,0
11870,SHOC1,0,5,0
11871,SHPK,0,1,0
11856,SHC1,0,5,0
11831,SH3BP2,0,6,0
11882,SIGIRR,0,1,0
11883,SIGLEC11,0,2,0
11885,SIGLECL1,0,1,0
11916,SLAMF9,0,1,0
11948,SLC17A1,0,3,0
11949,SLC17A5,0,3,0
11951,SLC17A9,0,2,0
11937,SLC15A1,0,4,0
11942,SLC16A1-AS1,0,2,0
11929,SLC12A8,0,1,0
2759,CTC-281F24.5,0,10,0
2744,CTB-60E11.11,0,3,0
11967,SLC22A23,0,3,0
11917,SLBP,0,2,0
11953,SLC18A3,0,1,0
2760,CTC-304I17.5,0,2,0
2761,CTC-304I17.6,0,1,0
2762,CTC-308K20.1,0,1,0
2767,CTC-347C20.1,0,2,0
2753,CTC-207P7.1,0,1,0
2756,CTC-264K15.6,0,3,0
2757,CTC-265F19.2,0,1,0
2719,CTAGE5,0,1,0
2704,CTA-292E10.6,0,1,0
11952,SLC18A2,0,4,0
11907,SKAP2,0,2,0
11909,SKIL,0,1,0
11910,SKP1,0,3,0
11900,SIRT4,0,1,0
2781,CTC-454I21.3,0,1,0
11921,SLC11A2,0,1,0
11922,SLC12A1,0,1,0
11924,SLC12A3,0,5,0
11977,SLC24A4,0,5,0
11981,SLC25A15,0,1,0
2798,CTC-525D6.1,0,1,0
11969,SLC22A5,0,1,0
2799,CTC-525D6.2,0,4,0
2786,CTC-479C5.10,0,2,0
2789,CTC-490G23.6,0,1,0
2779,CTC-450M9.1,0,1,0
11932,SLC13A2,0,3,0
2749,CTB-96E2.3,0,3,0
2738,CTB-46B19.2,0,4,0
2792,CTC-499B15.6,0,1,0
2797,CTC-523E23.5,0,1,0
11982,SLC25A16,0,1,0
2410,CMC2,0,1,0
2413,CMPK1,0,3,0
2414,CMPK2,0,1,0
12259,SNHG17,0,1,0
12260,SNHG20,0,1,0
12262,SNHG29,0,2,0
12248,SNAP47,0,2,0
12249,SNAP47-AS1,0,1,0
2365,CLEC4G,0,5,0
2605,CR1,0,3,0
12214,SMIM14,0,1,0
12267,SNORD116-14,0,2,0
12268,SNPH,0,1,0
12271,SNRNP25,0,2,0
12257,SNF8,0,3,0
2424,CNDP1,0,2,0
2426,CNGA1,0,1,0
2427,CNGA3,0,7,0
12222,SMIM43,0,1,0
12210,SMIM10L1,0,1,0
2352,CLDN11,0,1,0
2398,CLTA,0,2,0
2384,CLNK,0,1,0
2389,CLPTM1,0,7,0
2391,CLPX,0,1,0
2440,CNNM1,0,3,0
2446,CNOT6,0,1,0
12182,SMAD3,0,3,0
12233,SMPD4P2,0,1,0
12234,SMTN,0,1,0
2408,CMB9-4J8.1,0,3,0
12220,SMIM36,0,1,0
2465,CNTNAP3,0,1,0
2470,COA3,0,3,0
2456,CNTFR-AS1,0,3,0
2457,CNTLN,0,9,0
12178,SLURP1,0,2,0
12179,SLX4,0,3,0
2354,CLDN15,0,8,0
2357,CLDN4,0,1,0
2358,CLDN6,0,2,0
12219,SMIM24,0,2,0
12245,SNAP23,0,1,0
12247,SNAP29,0,1,0
2332,CKM,0,6,0
12305,SOCS4,0,1,0
12306,SOCS6P1,0,1,0
12307,SOCS7,0,4,0
12308,SOD1,0,3,0
12309,SOD2,0,1,0
12362,SPATA17,0,2,0
2361,CLEC1A,0,5,0
2351,CLDN10-AS1,0,2,0
2340,CLCA4-AS1,0,2,0
2341,CLCN1,0,7,0
2342,CLCN2,0,5,0
2343,CLCN3,0,3,0
2330,CIZ1,0,5,0
2303,CHST3,0,1,0
2290,CHRNA3,0,1,0
2295,CHRNB1,0,1,0
12278,SNRPN,0,2,0
2349,CLCNKB,0,1,0
2363,CLEC4A,0,3,0
12287,SNX17,0,2,0
12272,SNRNP35,0,5,0
12273,SNRNP40,0,3,0
12275,SNRPA,0,4,0
12276,SNRPA1,0,1,0
12277,SNRPG,0,1,0
2326,CISTR,0,4,0
2380,CLN3,0,1,0
2372,CLIP2,0,10,0
12242,SMYD4,0,6,0
12297,SNX6,0,1,0
12298,SNX7,0,1,0
12303,SOCS2,0,1,0
12288,SNX18,0,1,0
12292,SNX29P2,0,3,0
12294,SNX30,0,1,0
12283,SNUPN,0,2,0
2401,CLUAP1,0,2,0
2402,CLUH,0,3,0
12240,SMYD2,0,4,0
2360,CLEC17A,0,3,0
2562,COX7A2,0,4,0
2564,COX7B2,0,1,0
2565,CPA1,0,2,0
12122,SLC6A4,0,1,0
12124,SLC6A8,0,3,0
2526,COLQ,0,3,0
2512,COL6A1,0,1,0
2515,COL6A5,0,4,0
2516,COL6A6,0,1,0
2439,CNN3-DT,0,1,0
2519,COL9A1,0,2,0
12128,SLC7A13,0,2,0
12129,SLC7A14,0,2,0
12130,SLC7A14-AS1,0,7,0
12131,SLC7A15P,0,3,0
12132,SLC7A5,0,4,0
12135,SLC7A8,0,1,0
2584,CPNE2,0,4,0
12083,SLC45A1,0,1,0
12084,SLC45A3,0,2,0
2518,COL8A2,0,2,0
2597,CPSF3L,0,1,0
2599,CPT1A,0,13,0
12099,SLC4A9,0,1,0
2557,COX19,0,7,0
2559,COX6B1,0,3,0
2544,COQ8A,0,2,0
2547,CORO1B,0,4,0
12063,SLC38A7,0,4,0
12048,SLC35E1,0,5,0
12050,SLC35E3,0,1,0
2568,CPA5,0,3,0
12104,SLC52A3,0,1,0
12108,SLC5A3,0,1,0
12109,SLC5A4,0,2,0
12110,SLC5A4-AS1,0,3,0
2626,CRHR1,0,4,0
2627,CRHR1-IT1,0,1,0
2631,CRKL,0,1,0
2616,CRCP,0,1,0
2620,CREB3L3,0,4,0
12062,SLC38A6,0,2,0
12051,SLC35E4,0,3,0
2416,CMTM3,0,1,0
2419,CMTM8,0,1,0
2422,CNBD2,0,3,0
2423,CNBP,0,1,0
2452,CNR2,0,1,0
2454,CNST,0,1,0
2489,COL17A1,0,2,0
12199,SMC1B,0,1,0
12185,SMAD7,0,1,0
12136,SLC7A9,0,5,0
2449,CNP,0,6,0
2451,CNR1,0,1,0
12194,SMARCB1,0,4,0
12197,SMARCD3,0,1,0
2447,CNOT6L,0,1,0
2432,CNKSR2,0,2,0
2433,CNKSR3,0,2,0
2436,CNN2,0,2,0
2437,CNN2P1,0,1,0
2438,CNN2P6,0,2,0
12186,SMAD9,0,3,0
12139,SLC8A2,0,1,0
2542,COQ4,0,1,0
2543,COQ5,0,1,0
2530,COMMD7,0,2,0
2520,COL9A2,0,2,0
12159,SLCO2A1,0,5,0
12146,SLC9A3R2,0,1,0
2493,COL1A2-AS1,0,1,0
2482,COIL,0,2,0
2484,COL11A2,0,2,0
2429,CNIH2,0,2,0
12118,SLC6A16,0,4,0
12168,SLFN5,0,3,0
12175,SLMAP,0,1,0
12165,SLF1,0,1,0
12156,SLC9C2,0,1,0
2556,COX15,0,2,0
12127,SLC7A11-AS1,0,2,0
12115,SLC6A1,0,1,0
12116,SLC6A12,0,1,0
12117,SLC6A13,0,5,0
2537,COPRS,0,1,0
3093,CYTH3,0,9,0
3145,DCLRE1CP1,0,3,0
3147,DCP1B,0,1,0
11478,RSPH4A,0,2,0
11528,RYR3-DT,0,1,0
11529,S100A13,0,3,0
3160,DCX,0,3,0
3162,DDAH1,0,5,0
3163,DDB1,0,1,0
11806,SGK2,0,1,0
11485,RSU1P1,0,2,0
11486,RSU1P3,0,1,0
11472,RSBN1L,0,4,0
11474,RSKR,0,5,0
3110,DAP-DT,0,10,0
3111,DAP3,0,1,0
3097,CYYR1,0,2,0
3098,D21S2088E,0,4,0
11549,SAMD5,0,3,0
11538,SAGE1,0,1,0
3164,DDHD1,0,7,0
3177,DDX12P,0,1,0
3178,DDX17,0,2,0
11489,RTFDC1,0,1,0
11490,RTN1,0,2,0
11491,RTN2,0,2,0
11494,RTN4IP1,0,4,0
11495,RTN4R,0,3,0
11480,RSPH9,0,5,0
11440,RPS3AP4,0,1,0
3101,DAB1-AS1,0,4,0
11442,RPS4Y1,0,1,0
11443,RPS4Y2,0,1,0
11447,RPS6KA4,0,4,0
11497,RTTN,0,3,0
3143,DCLRE1B,0,2,0
3129,DCAF4,0,1,0
3131,DCAF8L2,0,1,0
3132,DCAKD,0,2,0
11517,RWDD1,0,1,0
11505,RUNDC3A,0,4,0
11441,RPS4XP2,0,1,0
8392,PLAA,0,1,0
3039,CXorf38,0,2,0
3026,CWF19L1,0,1,0
3030,CXCL12,0,1,0
3082,CYP4F24P,0,1,0
11540,SALL4P2,0,1,0
11541,SALRNA1,0,4,0
11594,SCARNA6,0,1,0
11595,SCART1,0,3,0
11539,SALL4,0,2,0
11584,SCAMP3,0,3,0
11585,SCAMP4,0,5,0
11589,SCARA3,0,2,0
11614,SCN11A,0,1,0
11604,SCGB1C1,0,1,0
11657,SDHD,0,1,0
3041,CYB561D2,0,4,0
3042,CYB5A,0,1,0
3045,CYB5R3,0,1,0
3034,CXCR1,0,1,0
11596,SCAT2,0,2,0
3060,CYP1A1,0,2,0
3061,CYP1B1,0,5,0
3114,DAPL1,0,3,0
3118,DAZAP1,0,4,0
3106,DACT3,0,1,0
11558,SAR1A,0,3,0
3070,CYP2B6,0,3,0
3071,CYP2B7P,0,1,0
3056,CYMP,0,2,0
3057,CYMP-AS1,0,2,0
3078,CYP4A22-AS1,0,6,0
11506,RUNDC3A-AS1,0,4,0
11552,SAMD9L,0,6,0
3065,CYP21A2,0,2,0
11583,SCAMP2,0,2,0
11573,SBK1,0,4,0
11627,SCNN1A,0,1,0
3084,CYP4Z1,0,7,0
3086,CYP7A1,0,5,0
3087,CYP7B1,0,1,0
3075,CYP2D8P,0,6,0
3059,CYP19A1,0,5,0
11396,RPL23AP82,0,1,0
11397,RPL23P10,0,5,0
11386,RPL13P5,0,1,0
11387,RPL18P11,0,1,0
3230,DET1,0,1,0
3231,DFFB,0,3,0
11401,RPL30P11,0,1,0
11403,RPL31P52,0,2,0
11404,RPL35A,0,2,0
3176,DDX11-AS1,0,1,0
11392,RPL22L1,0,4,0
11393,RPL23AP40,0,4,0
11394,RPL23AP49,0,3,0
11395,RPL23AP59,0,2,0
3235,DGKA,0,1,0
3228,DERL3,0,1,0
11421,RPL7P3,0,2,0
11422,RPL7P4,0,2,0
11408,RPL37,0,3,0
11411,RPL39,0,1,0
11405,RPL35P4,0,1,0
11352,RP5-940J5.9,0,1,0
11354,RP5-945I17.2,0,1,0
11356,RP5-965F6.2,0,1,0
3263,DHX37,0,1,0
3249,DHODH,0,1,0
3250,DHRS12,0,8,0
11319,RP5-1142C11.1,0,3,0
11368,RP6-114E22.1,0,1,0
11369,RP6-1O2.1,0,2,0
11371,RP9,0,2,0
3268,DIAPH1,0,4,0
11361,RP5-970A17.1,0,7,0
3271,DIDO1,0,3,0
3257,DHX15,0,2,0
11389,RPL21P12,0,2,0
11380,RPGR,0,1,0
11381,RPGRIP1,0,3,0
3219,DENND6A,0,3,0
3220,DENND6A-AS1,0,2,0
3279,DIPK1C,0,1,0
3267,DIABLO,0,1,0
11372,RPA1,0,3,0
11449,RPS6KB1,0,3,0
11450,RPS6KB2,0,5,0
11451,RPS6KB2-AS1,0,5,0
3166,DDIAS,0,1,0
3167,DDIT3,0,1,0
3152,DCSTAMP,0,1,0
11415,RPL3P8,0,1,0
11466,RRN3P2,0,3,0
11467,RRP12,0,4,0
3187,DDX4,0,4,0
3179,DDX18,0,1,0
3180,DDX19A,0,1,0
3181,DDX19A-DT,0,1,0
3183,DDX23,0,2,0
3168,DDN,0,1,0
3172,DDR1-DT,0,1,0
11481,RSPO1,0,1,0
3121,DBF4B,0,6,0
3123,DBP,0,2,0
3127,DCAF12,0,6,0
11468,RRP1B,0,17,0
3243,DGUOK,0,1,0
11431,RPRD2,0,7,0
11417,RPL5P18,0,1,0
11418,RPL7AP65,0,1,0
11419,RPL7L1,0,7,0
3199,DEC1,0,1,0
3184,DDX25,0,5,0
11436,RPS19,0,1,0
11439,RPS3,0,3,0
11426,RPN1,0,4,0
11463,RREB1,0,3,0
3205,DEK,0,1,0
3193,DDX54,0,1,0
3194,DDX58,0,4,0
3196,DDX6,0,1,0
11453,RPS6KL1,0,1,0
11454,RPS6P25,0,1,0
3153,DCTD,0,1,0
3214,DENND4A,0,1,0
3215,DENND4B,0,4,0
11460,RPUSD4,0,2,0
11428,RPP14,0,2,0
11764,SETD2,0,2,0
2922,CTD-2410N18.5,0,3,0
