,gene_name,count_t3d,count_t7d,count_control
2924,CTD-2503O16.5,0,5,0
2925,CTD-2506J14.1,0,1,0
2927,CTD-2510L9.2,0,6,0
2913,CTD-2337L2.1,0,4,0
2918,CTD-2369P2.5,0,2,0
2864,CTD-2192J16.24,0,1,0
2866,CTD-2195M15.1,0,1,0
3036,CXXC4,0,1,0
2868,CTD-2201E18.6,0,4,0
2869,CTD-2201E18.7,0,1,0
2870,CTD-2201G3.1,0,2,0
2920,CTD-2384A14.1,0,1,0
2921,CTD-2410N18.4,0,2,0
11777,SF3A2,0,2,0
11783,SFRP1,0,2,0
11770,SETDB2,0,1,0
11771,SETX,0,5,0
11772,SEZ6,0,2,0
2867,CTD-2201E18.3,0,1,0
2940,CTD-2545H1.2,0,2,0
11742,SERINC5,0,1,0
2955,CTD-2587H24.10,0,2,0
2958,CTD-2600O9.1,0,1,0
2959,CTD-2619J13.14,0,2,0
2945,CTD-2552K11.2,0,4,0
2946,CTD-2555A7.1,0,2,0
2947,CTD-2561F5.1,0,2,0
2948,CTD-2561J22.3,0,2,0
11763,SETD1B,0,2,0
2899,CTD-2308N23.2,0,5,0
2900,CTD-2308N23.4,0,1,0
2901,CTD-2308N23.5,0,1,0
2903,CTD-2311A18.1,0,2,0
2952,CTD-2579N5.3,0,1,0
2905,CTD-2313F11.1,0,3,0
2907,CTD-2323K18.1,0,5,0
11775,SF1,0,1,0
11761,SETBP1,0,4,0
11762,SETD1A,0,1,0
2909,CTD-2330K9.3,0,3,0
11800,SGCE,0,1,0
2862,CTD-2192J16.20,0,1,0
2848,CTD-2126E3.3,0,4,0
2849,CTD-2128A3.2,0,3,0
2850,CTD-2130F23.1,0,1,0
2852,CTD-2134A5.4,0,1,0
2854,CTD-2135J3.3,0,1,0
2801,CTC-537E7.2,0,1,0
2802,CTC-543D15.1,0,4,0
2878,CTD-2231E14.2,0,4,0
2804,CTC-548K16.6,0,3,0
2805,CTC-550B14.6,0,1,0
2856,CTD-2140G10.2,0,3,0
2857,CTD-2147F2.2,0,1,0
2858,CTD-2184C24.2,0,1,0
11855,SHB,0,12,0
11835,SH3BP5L,0,1,0
2813,CTC-591M7.1,0,1,0
2815,CTC-786C10.3,0,8,0
2800,CTC-535M15.2,0,2,0
2803,CTC-546K23.1,0,1,0
2883,CTD-2260A17.2,0,3,0
2884,CTD-2265O21.7,0,4,0
2886,CTD-2269F5.1,0,1,0
2874,CTD-2213F21.2,0,1,0
2876,CTD-2224J9.11,0,2,0
2888,CTD-2275D24.1,0,1,0
2889,CTD-2278I10.4,0,2,0
2890,CTD-2282K12.1,0,2,0
2891,CTD-2285E13.1,0,1,0
2892,CTD-2288O8.1,0,4,0
11814,SGOL2,0,1,0
11803,SGF29,0,5,0
2846,CTD-2113L7.1,0,2,0
2832,CTD-2023N9.1,0,1,0
2833,CTD-2023N9.2,0,1,0
2834,CTD-2025J6.2,0,1,0
2835,CTD-2026D20.2,0,1,0
2836,CTD-2026G22.1,0,1,0
11821,SH2B1,0,4,0
11822,SH2B2,0,2,0
11813,SGOL1-AS1,0,2,0
2895,CTD-2304L4.1,0,4,0
2960,CTD-2619J13.8,0,1,0
2963,CTD-2643I7.5,0,7,0
2964,CTD-2651B20.9,0,2,0
2966,CTD-3037G24.3,0,2,0
2967,CTD-3074O7.2,0,1,0
11660,SDR39U1,0,3,0
11663,SEC14L1,0,1,0
11651,SDCBP2-AS1,0,2,0
11653,SDF4,0,1,0
2939,CTD-2545G14.7,0,1,0
2976,CTD-3148I10.9,0,1,0
2977,CTD-3187F8.2,0,1,0
2979,CTD-3214H19.4,0,1,0
2982,CTD-3253I12.1,0,1,0
2983,CTDP1,0,2,0
11664,SEC14L2,0,2,0
2928,CTD-2516F10.2,0,2,0
2929,CTD-2525I3.2,0,3,0
2931,CTD-2527I21.14,0,1,0
2933,CTD-2530N21.4,0,1,0
11655,SDHAF3,0,1,0
2995,CTNNBL1,0,3,0
2996,CTNND1,0,7,0
2999,CTPS1,0,3,0
3049,CYBC1,0,1,0
3050,CYBRD1,0,1,0
3051,CYFIP1,0,1,0
3053,CYGB,0,2,0
11617,SCN1B,0,1,0
11620,SCN3B,0,3,0
11622,SCN4B,0,1,0
2975,CTD-3138F19.1,0,1,0
3007,CTSW,0,3,0
11646,SDAD1,0,4,0
11647,SDAD1-AS1,0,1,0
11633,SCP2D1-AS1,0,1,0
3016,CUL2,0,6,0
3019,CUL9,0,3,0
3021,CUTC,0,2,0
3014,CUEDC2,0,3,0
3002,CTSB,0,1,0
3004,CTSD,0,6,0
11609,SCIRT,0,4,0
11759,SESN2,0,1,0
11725,SEPT4,0,1,0
11726,SEPTIN10,0,3,0
11713,SEMA6A-AS2,0,1,0
11715,SEMA6C,0,1,0
11717,SEMA7A,0,1,0
11718,SENP2,0,2,0
11667,SEC14L6,0,7,0
11670,SEC22A,0,1,0
2934,CTD-2534J5.1,0,2,0
11721,SEP15,0,1,0
11722,SEPT10,0,1,0
11723,SEPT12,0,1,0
11724,SEPT2,0,1,0
11733,SEPTIN7P9,0,3,0
11785,SFRP5,0,1,0
11787,SFT2D1,0,2,0
11789,SFT2D3,0,1,0
2950,CTD-2562J17.4,0,5,0
2938,CTD-2545G14.6,0,1,0
11671,SEC22B4P,0,7,0
11684,SECTM1,0,1,0
11685,SEH1L,0,1,0
11686,SEL1L,0,1,0
11674,SEC23IP,0,2,0
2943,CTD-2547E10.3,0,1,0
11689,SELE,0,2,0
11690,SELENOF,0,3,0
11694,SELENOP,0,4,0
11680,SEC61A2,0,2,0
11683,SECISBP2L,0,1,0
11754,SERPING1,0,1,0
11745,SERPINA3,0,1,0
11749,SERPINB8,0,1,0
11751,SERPINB9P1,0,1,0
11736,SEPTIN9-DT,0,4,0
11737,SERAC1,0,2,0
11707,SEMA4A,0,5,0
11708,SEMA4B,0,2,0
11710,SEMA4F,0,2,0
11697,SELT,0,1,0
11700,SEMA3B,0,1,0
11744,SERPINA2,0,1,0
9066,RASGRP3,2,1,0
9068,RASSF2,2,0,0
9049,RARB,2,4,0
9050,RARRES2P10,2,0,0
9051,RARS1,2,0,0
12909,TFAP4,2,0,0
12862,TEK,2,0,0
5378,KCNJ12,2,5,0
5389,KCNK2,2,0,0
5311,JUP,2,0,0
7454,NDEL1,1,1,0
1668,C3P1,2,0,0
12849,TDRD9,2,1,0
12855,TEAD4,2,0,0
12906,TFAP2D,2,0,0
12908,TFAP2E-AS1,2,0,0
12861,TEF,2,1,0
21,ABCA10,1,1,0
30,ABCA9-AS1,1,1,0
14381,bP-2171C21.3,1,2,0
14382,bP-2189O9.5,1,0,0
14380,bP-21264C1.2,1,0,0
5300,JOSD1,2,1,0
3322,DMRT1,2,0,0
11399,RPL28,2,1,0
3274,DIP2A,2,1,0
11378,RPAP3,2,0,0
3258,DHX30,2,0,0
7278,MUSK,2,1,0
7279,MUTYH,2,0,0
7268,MUC19,2,0,0
7273,MUC3A,2,9,0
136,AC005150.1,2,0,0
5357,KCNB2,2,0,0
14226,ZNF521,2,6,0
14229,ZNF529,2,2,0
7393,NAP1L4,2,1,0
7396,NAPB,2,0,0
1644,C21orf62-AS1,2,0,0
1632,C1orf159,2,0,0
1589,C13orf42,2,1,0
1637,C1orf54,2,0,0
9063,RASGRF2,2,2,0
5410,KCNU1,2,1,0
5403,KCNQ2,2,3,0
80,ABLIM3,2,2,0
7317,MYO15B,1,0,0
7351,MYT1,1,2,0
7404,NAT8L,1,3,0
7359,N4BP2,1,0,0
7302,MYH15,1,1,0
7298,MYH10,1,1,0
7300,MYH13,1,0,0
140,AC005301.10,1,0,0
81,ABO,1,0,0
84,ABRAXAS2,1,0,0
14303,ZNF728,1,0,0
14255,ZNF586,1,3,0
3286,DIS3L,1,0,0
3339,DNAH2,1,3,0
3294,DKK3,1,0,0
11320,RP5-1162C3.3,1,3,0
11323,RP5-1174N9.3,1,0,0
11469,RRP7A,1,0,0
11470,RRP8,1,0,0
11471,RSAD2,1,0,0
11384,RPH3AL,1,4,0
11388,RPL21P110,1,0,0
14245,ZNF567,1,1,0
14290,ZNF699,1,0,0
14291,ZNF70,1,0,0
59,ABHD14B,1,0,0
68,ABHD4,1,0,0
75,ABI3BP,1,1,0
76,ABL1,1,3,0
14334,ZNF837,1,0,0
28,ABCA8,1,0,0
46,ABCC5,1,3,0
47,ABCC6,1,4,0
34,ABCB5,1,4,0
7374,NAB2,1,0,0
14352,ZP1,1,0,0
7319,MYO18A,1,6,0
7368,NAA38,1,0,0
14296,ZNF70P1,1,0,0
14299,ZNF711,1,0,0
14318,ZNF787,1,5,0
14308,ZNF76,1,2,0
14312,ZNF771,1,0,0
14316,ZNF783,1,1,0
7254,MTPN,1,0,0
7306,MYH9,1,6,0
14359,ZRSR2,1,0,0
14159,ZNF295-AS1,2,4,0
14102,ZMYM2,2,0,0
14103,ZMYM4,2,2,0
189,AC007403.3,2,0,0
3138,DCHS1,2,1,0
3465,DTNA,2,1,0
3411,DOP1A,2,2,0
7171,MRPL3,2,3,0
7088,MMP26,2,1,0
3489,DUX4L19,2,0,0
3321,DMGDH,2,3,0
11155,RP13-111A12.1,2,0,0
11215,RP3-495O10.5,2,0,0
3130,DCAF6,2,1,0
3428,DPP8,2,0,0
3382,DNM1P46,2,0,0
7167,MRPL18,2,0,0
7152,MRGPRF,2,0,0
7463,NDUFA12,2,4,0
7213,MSS51,2,0,0
11476,RSPH14,2,0,0
3169,DDN-AS1,2,1,0
3491,DUXAP8,2,0,0
7030,MIR4500HG,2,0,0
7025,MIR4300HG,2,9,0
3482,DUSP13,2,0,0
7061,MLIP,2,2,0
7113,MORC3,2,1,0
7506,NELL1,2,4,0
7098,MOB1B,2,2,0
7104,MOCOS,2,6,0
7556,NHS,2,2,0
14064,ZFHX4-AS1,2,2,0
7091,MMRN2,2,1,0
14108,ZNF106,2,0,0
3521,EARS2,2,0,0
3477,DUBR,2,1,0
3479,DUOX2,2,0,0
11162,RP13-349O20.2,2,0,0
11126,RP11-962G15.1,2,9,0
3497,DYNC1I1,2,1,0
3454,DSE,2,2,0
14143,ZNF25,2,0,0
14130,ZNF208,2,0,0
7521,NEUROG2-AS1,2,0,0
14068,ZFP64P1,2,0,0
7391,NANOS3,2,3,0
7376,NACA,2,0,0
14223,ZNF516,2,2,0
7182,MRPS22,2,3,0
3433,DPY19L1P1,2,1,0
3420,DPF3,2,7,0
11268,RP4-781K5.4,2,2,0
3200,DECR1,2,0,0
3192,DDX51,2,4,0
7207,MSL3,2,0,0
11479,RSPH6A,2,0,0
14172,ZNF350-AS1,2,1,0
151,AC005613.1,2,1,0
14219,ZNF503-AS1,2,7,0
7447,NCOA5LP,2,0,0
3261,DHX35,2,0,0
3262,DHX36,2,0,0
3298,DLEC1,2,0,0
14377,ZZEF1,2,8,0
14379,bP-21201H5.1,2,0,0
7338,MYO9B,2,10,0
14371,ZSWIM4,2,4,0
14190,ZNF432,2,0,0
11520,RXFP2,2,1,0
11188,RP3-403A15.5,2,0,0
11237,RP4-613B23.5,2,0,0
3126,DCAF1,2,1,0
3134,DCC,2,0,0
3124,DBT,2,0,0
11473,RSF1,2,0,0
7524,NF1,2,0,0
7479,NDUFS1,2,1,0
7526,NFAM1,2,2,0
260,AC011995.1,2,0,0
11291,RP5-1029K10.2,2,3,0
3458,DSP,2,0,0
14209,ZNF48,2,0,0
126,AC004895.4,2,0,0
14213,ZNF488,2,0,0
14195,ZNF439,2,0,0
14244,ZNF566,2,0,0
14205,ZNF462,2,0,0
14206,ZNF469,2,1,0
14194,ZNF438,2,4,0
11257,RP4-726N1.2,2,0,0
3393,DOC2A,2,0,0
3452,DSCAML1,2,3,0
11487,RTCB,1,0,0
11475,RSPH1,1,0,0
3161,DDA1,1,1,0
3182,DDX20,1,0,0
3445,DRAXIN,1,0,0
3446,DRC1,1,0,0
3498,DYNC1I2,1,0,0
3441,DPYSL5,1,6,0
11174,RP13-977E11.1,1,0,0
11175,RP1L1,1,2,0
11375,RPA3,1,1,0
11192,RP3-412A9.17,1,0,0
11203,RP3-436N22.5,1,0,0
11158,RP13-188A5.1,1,0,0
11165,RP13-516M14.2,1,0,0
3493,DVL2,1,0,0
3480,DUS1L,1,0,0
3483,DUSP14,1,2,0
3151,DCST2,1,0,0
3139,DCHS2,1,4,0
3095,CYTIP,1,1,0
3088,CYREN,1,4,0
11160,RP13-212L9.1,1,0,0
11462,RRBP1,1,2,0
3457,DSG3,1,0,0
3464,DTL,1,2,0
3466,DTNB,1,9,0
3409,DOK6,1,6,0
3412,DOP1B,1,4,0
11566,SATB1-AS1,1,2,0
11509,RUNX1T1,1,0,0
11247,RP4-660H19.2,1,1,0
11233,RP4-591L5.2,1,0,0
11532,SACM1L,1,2,0
11185,RP3-400B16.4,1,0,0
3463,DTD1,1,3,0
3135,DCDC1,1,2,0
3120,DBF4,1,0,0
3122,DBH,1,0,0
11226,RP4-543J19.8,1,0,0
11227,RP4-545L17.11,1,0,0
11228,RP4-550H1.4,1,0,0
11477,RSPH3,1,0,0
11530,S100PBP,1,0,0
11531,S1PR5,1,0,0
11235,RP4-605O3.4,1,4,0
3485,DUSP22,1,0,0
3487,DUT,1,0,0
3475,DTX4,1,0,0
11161,RP13-314C10.5,1,0,0
11125,RP11-961A15.3,1,0,0
11127,RP11-963H4.8,1,1,0
11123,RP11-960B9.3,1,8,0
3526,EBF4,1,0,0
3512,DZANK1,1,1,0
11570,SAYSD1,1,0,0
11525,RYR1,1,9,0
3079,CYP4B1,1,1,0
3064,CYP20A1,1,0,0
3066,CYP26B1,1,0,0
11110,RP11-933H2.4,1,0,0
11097,RP11-8L8.5,1,0,0
11063,RP11-849N15.4,1,1,0
11581,SCAF8,1,0,0
3565,EFCAB10,1,2,0
3552,EED,1,0,0
3556,EEF1AKMT3,1,0,0
3509,DYRK4,1,5,0
11572,SBF2-AS1,1,0,0
11205,RP3-454B23.1,1,0,0
11560,SARAF,1,0,0
11563,SART1,1,2,0
11504,RUNDC1,1,1,0
3141,DCLK2,1,2,0
3142,DCLK3,1,0,0
3128,DCAF17,1,2,0
3107,DAG1,1,6,0
3116,DARS1-AS1,1,0,0
3069,CYP2AC1P,1,0,0
3058,CYP11A1,1,0,0
3528,EBPL,1,0,0
11545,SAMD14,1,0,0
11546,SAMD3,1,0,0
11142,RP11-978I15.10,1,0,0
11131,RP11-96C21.3,1,0,0
11599,SCFD1,1,1,0
11592,SCARB2,1,1,0
11536,SAFB2,1,0,0
3109,DAGLB,1,1,0
3514,DZIP3,1,0,0
3515,E2F1,1,0,0
3478,DUOX1,1,0,0
11544,SAMD12-AS1,1,2,0
3362,DNAJC17,1,2,0
3317,DMBT1,1,3,0
3325,DMWD,1,0,0
3312,DLGAP4-AS1,1,3,0
3185,DDX27,1,0,0
11429,RPP38,1,0,0
11430,RPRD1B,1,3,0
11416,RPL5,1,0,0
11438,RPS24,1,0,0
11341,RP5-894D12.5,1,0,0
3165,DDI2,1,0,0
11413,RPL3L,1,3,0
3245,DHCR7,1,0,0
3246,DHDDS,1,1,0
3247,DHFR,1,1,0
3234,DGCR8,1,5,0
3191,DDX50,1,0,0
11499,RUBCNL,1,1,0
11444,RPS6KA1,1,1,0
3207,DENND10,1,1,0
3195,DDX59,1,0,0
3201,DEF8,1,3,0
3355,DNAJB6,1,4,0
11362,RP5-971N18.3,1,0,0
3334,DNAH10,1,7,0
3323,DMRT3,1,0,0
3328,DNAAF1,1,0,0
3278,DIPK1B,1,0,0
3265,DHX40,1,0,0
3221,DENND6B,1,1,0
3222,DEPDC1-AS1,1,1,0
3223,DEPDC1B,1,0,0
3229,DES,1,5,0
11255,RP4-724E13.2,1,5,0
11435,RPS15P4,1,0,0
11391,RPL22,1,2,0
11376,RPAIN,1,0,0
11377,RPAP2,1,1,0
3259,DHX32,1,0,0
3260,DHX34,1,4,0
3313,DLGAP5,1,0,0
3316,DMAC2L,1,1,0
11301,RP5-1087E8.6,1,3,0
11303,RP5-1099C19.2,1,0,0
11296,RP5-1050C22.1,1,4,0
11382,RPGRIP1L,1,1,0
11516,RUVBL2,1,0,0
11522,RXRG,1,0,0
11523,RYBP,1,2,0
3416,DPCD,1,14,0
3418,DPF1,1,0,0
3438,DPYS,1,3,0
3432,DPY19L1,1,1,0
3434,DPY19L2P1,1,0,0
3435,DPY19L3,1,0,0
3390,DNMT3B,1,1,0
3204,DEGS1,1,0,0
11452,RPS6KC1,1,2,0
11258,RP4-733M16.8,1,0,0
11265,RP4-771M4.3,1,0,0
11223,RP4-539M6.14,1,0,0
11275,RP4-798C17.7,1,0,0
3429,DPP9,1,5,0
3430,DPPA2,1,0,0
3158,DCUN1D1,1,0,0
3209,DENND1B,1,0,0
3210,DENND1C,1,0,0
3211,DENND2A,1,6,0
3391,DNMT3L,1,0,0
3157,DCTN5,1,0,0
3345,DNAI1,1,2,0
3347,DNAJA1,1,0,0
3348,DNAJB1,1,0,0
11482,RSPRY1,1,1,0
11484,RSU1,1,4,0
11501,RUFY2,1,0,0
3386,DNMBP,1,2,0
3394,DOC2B,1,1,0
3349,DNAJB11,1,0,0
3350,DNAJB12,1,1,0
11515,RUVBL1,1,4,0
3357,DNAJB8,1,0,0
11306,RP5-1103B4.3,1,0,0
11308,RP5-1116H23.3,1,0,0
11262,RP4-739H11.3,1,0,0
11250,RP4-680D5.2,1,1,0
11251,RP4-681L3.3,1,3,0
3397,DOCK11,1,3,0
3399,DOCK3,1,6,0
3378,DNLZ,1,0,0
3379,DNM1,1,3,0
11526,RYR2,1,1,0
3403,DOCK7,1,3,0
10422,RP11-463C8.4,2,5,0
6649,LYPD6B,2,1,0
2712,CTA-444M12.4,2,0,0
12033,SLC30A10,2,0,0
12026,SLC2A14,2,8,0
4105,FEZ1,2,2,0
4048,FBXL7,2,2,0
11930,SLC12A9,2,1,0
11936,SLC14A2,2,1,0
11938,SLC15A2,2,0,0
7545,NFX1,2,4,0
2751,CTBP1-AS,2,0,0
2739,CTB-49A3.2,2,0,0
10541,RP11-512C24.4,2,3,0
4011,FANCA,2,2,0
4012,FANCC,2,9,0
3993,FAM83A,2,0,0
3995,FAM83C,2,0,0
10525,RP11-507B12.2,2,0,0
3935,FAM177A1,2,5,0
12010,SLC26A8,2,5,0
4045,FBXL2,2,3,0
2796,CTC-513N18.7,2,0,0
10402,RP11-452L6.1,2,0,0
2689,CSRP3-AS1,2,0,0
2645,CRTC1,2,2,0
12018,SLC29A3,2,0,0
12058,SLC37A3,2,7,0
12059,SLC38A1,2,1,0
12078,SLC44A2,2,0,0
8037,PARVA,2,1,0
6556,LRPAP1,2,0,0
6575,LRRC37A4P,2,2,0
10420,RP11-462G2.1,2,0,0
10392,RP11-449H3.3,2,1,0
602,ADAM33,2,0,0
13739,VEZT,2,0,0
13681,USP35,2,0,0
13728,VBP1,2,2,0
7933,OTX2-AS1,2,0,0
6578,LRRC41,2,0,0
7983,PAK3,2,1,0
609,ADAMTS18,2,2,0
612,ADAMTS20,2,7,0
4109,FGD6,2,3,0
4161,FLOT2,2,0,0
576,ACTN4,2,6,0
2740,CTB-50L17.14,2,0,0
2778,CTC-441N14.2,2,0,0
2742,CTB-60B18.23,2,0,0
3971,FAM230C,2,0,0
3976,FAM245A,2,0,0
10595,RP11-53B5.1,2,0,0
6714,MANBAL,2,0,0
7908,OSBPL5,2,1,0
7897,ORC2,2,0,0
10480,RP11-485I9.1,2,2,0
13767,VPS41,2,1,0
557,ACSL4,2,0,0
13804,WARS2,2,0,0
13751,VMP1,2,3,0
6730,MAP3K19,2,1,0
6675,MACROH2A2,2,0,0
10662,RP11-566H8.3,2,0,0
10670,RP11-570J4.3,2,0,0
3909,FAM13B,2,3,0
3911,FAM149B1,2,2,0
10695,RP11-587H10.2,2,2,0
7906,OSBPL2,2,2,0
4038,FBRSL1,2,5,0
10534,RP11-50D16.4,2,2,0
10462,RP11-47I22.4,2,0,0
10449,RP11-475C16.2,2,1,0
10499,RP11-497G19.1,2,0,0
2754,CTC-260E6.6,2,1,0
11960,SLC1A7,2,5,0
2765,CTC-340A15.2,2,6,0
12007,SLC26A5,2,3,0
7902,OSBP2,2,9,0
7940,OXCT1,2,1,0
591,ADAM10,2,1,0
11895,SIPA1L2,2,4,0
11902,SIVA1,2,0,0
13768,VPS45,2,5,0
13772,VPS53,2,4,0
6699,MALL,2,0,0
6642,LY86-AS1,2,1,0
6703,MAMDC2-AS1,2,0,0
7901,ORMDL1,2,0,0
10559,RP11-520E6.1,2,3,0
13734,VDR,2,3,0
590,ADAL,2,0,0
2823,CTD-2008P7.11,2,0,0
731,AGGF1,2,0,0
6423,LINC02790,2,0,0
2586,CPNE5,2,9,0
2588,CPNE8,2,1,0
2606,CR1L,2,0,0
12140,SLC8A3,2,5,0
12082,SLC44A5,2,2,0
6489,LMBRD2,2,0,0
4252,FTX,2,2,0
4214,FPGT-TNNI3K,2,0,0
605,ADAMTS12,2,2,0
4179,FNBP1L,2,0,0
2600,CPT1C,2,0,0
2602,CPVL,2,2,0
13639,UPF1,2,6,0
13625,UNC13A,2,2,0
13628,UNC13D,2,1,0
13645,UPRT,2,0,0
6440,LINC02842,2,0,0
13660,USP10,2,3,0
6495,LMNA,2,1,0
6524,LPCAT2,2,0,0
4264,FYB1,2,1,0
762,AIFM3,2,0,0
763,AIG1,2,6,0
761,AIFM2,2,0,0
13635,UNC79,2,1,0
13641,UPF3A,2,1,0
4282,GABPB2,2,0,0
10239,RP11-388G22.1,2,0,0
10266,RP11-399K21.11,2,7,0
4265,FYCO1,2,2,0
8164,PDGFD,2,4,0
729,AGBL5,2,1,0
4329,GAP43,2,0,0
10243,RP11-38M8.1,2,1,0
4298,GADD45GIP1,2,0,0
4300,GAK,2,3,0
733,AGL,2,1,0
8199,PDZRN4,2,2,0
2569,CPA6,2,7,0
12114,SLC66A2,2,0,0
12161,SLCO3A1,2,3,0
6491,LMCD1-AS1,2,0,0
8123,PCYT1A,2,5,0
8170,PDIA5,2,0,0
12071,SLC39A9,2,2,0
2660,CRYGEP,2,0,0
2668,CSGALNACT1,2,5,0
4202,FOXN2,2,0,0
4158,FLJ46284,2,6,0
8107,PCMTD1,2,0,0
8108,PCMTD2,2,0,0
6451,LINC02889,2,1,0
6452,LINC02894,2,0,0
6461,LIPE-AS1,2,1,0
6532,LRAT,2,0,0
6584,LRRC4C,2,0,0
10397,RP11-44M6.7,2,0,0
10387,RP11-447L10.1,2,2,0
4051,FBXO15,2,0,0
10437,RP11-470M17.2,2,0,0
4081,FCER2,2,1,0
4123,FGFR3,2,4,0
4129,FHIT,2,4,0
7967,PACS1,2,1,0
13692,USP47,2,0,0
648,ADGRA3,2,6,0
573,ACTN1,2,0,0
6485,LMAN2,2,0,0
4230,FRMD6-AS2,2,0,0
4218,FREM2,2,0,0
10348,RP11-433A19.3,2,0,0
8060,PC,2,2,0
710,AFAP1L2,2,0,0
12105,SLC5A1,2,2,0
2629,CRISPLD2,2,1,0
2630,CRK,2,0,0
2546,CORIN,2,0,0
12090,SLC48A1,2,0,0
8026,PARP10,2,0,0
6476,LLNLR-229A12.1,2,0,0
2514,COL6A3,2,6,0
12143,SLC9A2,2,4,0
2638,CROCCP2,2,1,0
624,ADAP1,2,5,0
13711,UVRAG,2,4,0
6570,LRRC36,2,0,0
6525,LPGAT1,2,2,0
4147,FKRP,2,0,0
4198,FOXK1,2,9,0
7998,PAN3,2,4,0
6473,LLGL2,2,3,0
6927,METTL16,2,4,0
3716,EP300-AS1,2,0,0
3671,EMID1,2,8,0
3717,EP400,2,13,0
14008,ZBTB8OSP2,2,0,0
14051,ZEB1-AS1,2,1,0
7023,MIR3976HG,2,6,0
6965,MGC27382,2,0,0
7604,NLRX1,2,1,0
3658,ELOVL6,2,1,0
552,ACSBG1,2,0,0
14027,ZCCHC14,2,3,0
14023,ZC3HAV1,2,1,0
10946,RP11-74M13.5,2,0,0
11652,SDCCAG8,2,1,0
3012,CUBN,2,12,0
3000,CTR9,2,0,0
11636,SCRIB,2,1,0
10937,RP11-740N7.7,2,1,0
10940,RP11-744G10.1,2,0,0
13977,ZAN,2,1,0
7636,NOP53-AS1,2,0,0
10930,RP11-739L10.1,2,4,0
11758,SESN1,2,2,0
354,AC069368.3,2,5,0
360,AC073130.3,2,4,0
13996,ZBTB43,2,0,0
13951,XYLT1,2,5,0
367,AC073834.3,2,0,0
11714,SEMA6B,2,2,0
11720,SENP7,2,2,0
3688,ENG,2,4,0
3632,EIF4H,2,2,0
6919,MET,2,0,0
6979,MICAL3,2,3,0
6981,MICALL1,2,18,0
10870,RP11-69G7.1,2,5,0
10920,RP11-734J23.4,2,0,0
11676,SEC24B,2,3,0
2984,CTDSP1,2,0,0
11677,SEC24B-AS1,2,2,0
2981,CTD-3247F14.2,2,0,0
6922,METAP2,2,0,0
6864,ME3,2,7,0
6836,MCM10,2,1,0
3635,ELAPOR1,2,2,0
11542,SAMD11,2,0,0
3486,DUSP29,2,7,0
11151,RP11-99E15.2,2,0,0
3520,EAPP,2,0,0
3557,EEF1AKMT4-ECE2,2,1,0
3546,EDIL3,2,3,0
11137,RP11-96O20.4,2,0,0
11101,RP11-909M7.3,2,0,0
11548,SAMD4B,2,0,0
11598,SCD5,2,4,0
3674,EML2,2,5,0
3072,CYP2C18,2,0,0
3076,CYP2U1-AS1,2,2,0
11628,SCNN1B,2,3,0
11569,SAXO1,2,0,0
11096,RP11-8L2.1,2,3,0
3577,EFEMP1,2,0,0
11116,RP11-94H18.1,2,1,0
3576,EFCAB8,2,3,0
11579,SCAF11,2,1,0
11580,SCAF4,2,0,0
7027,MIR4432HG,2,0,0
3031,CXCL13,2,1,0
10945,RP11-74J13.8,2,1,0
7007,MIR100HG,2,3,0
6994,MIGA1,2,4,0
7591,NLGN4Y,2,2,0
7569,NIPA1,2,4,0
7573,NIPAL3,2,0,0
14012,ZC3H12B,2,0,0
11082,RP11-879F14.1,2,1,0
289,AC015849.16,2,0,0
14040,ZDHHC13,2,0,0
302,AC017074.2,2,0,0
11551,SAMD9,2,1,0
11631,SCOC,2,1,0
3052,CYFIP2,2,1,0
11623,SCN5A,2,6,0
3033,CXCL8,2,0,0
3055,CYLD,2,4,0
11656,SDHAP1,2,0,0
7000,MINDY3,2,0,0
7654,NPAS2,2,11,0
10993,RP11-788H18.1,2,0,0
11027,RP11-803D5.5,2,0,0
11054,RP11-838N2.5,2,0,0
14037,ZDHHC1,2,0,0
6757,MAPK13,2,1,0
6746,MAP4K3-DT,2,2,0
6765,MAPK9,2,0,0
13880,WNK2,2,4,0
7788,NUP133,2,0,0
6863,ME2,2,0,0
11799,SGCD,2,8,0
11851,SHANK1,2,0,0
11793,SFXN1,2,0,0
10797,RP11-64D24.2,2,2,0
11738,SERBP1,2,0,0
7731,NSD2,2,6,0
6791,MARK2,2,9,0
3798,ESD,2,1,0
10737,RP11-61O1.1,2,3,0
10738,RP11-620J15.2,2,0,0
404,AC092614.2,2,0,0
13871,WHRN,2,0,0
7834,ODC1-DT,2,0,0
7849,OLFM2,2,1,0
7851,OLFML2B,2,0,0
7852,OLFML3,2,0,0
3761,EPYC,2,1,0
555,ACSL1,2,0,0
11890,SIM1,2,0,0
11891,SIN3A,2,1,0
3944,FAM186A,2,3,0
3889,FAM117A,2,2,0
3893,FAM120A,2,3,0
10614,RP11-545M8.4,2,0,0
7763,NTRK1,2,1,0
7817,NXPH2,2,4,0
7762,NTNG2,2,1,0
433,AC097468.7,2,0,0
13791,VTI1A,2,26,0
10686,RP11-57G22.3,2,1,0
3877,FADS2,2,8,0
10758,RP11-629B11.6,2,0,0
10765,RP11-631F7.1,2,0,0
3854,EYA1,2,2,0
2843,CTD-2066L21.3,2,3,0
11868,SHLD2,2,0,0
11826,SH2D4A,2,0,0
11827,SH2D6,2,0,0
10724,RP11-613D13.4,2,2,0
